# Forces      
# CofR        : (0.000000e+00 0.000000e+00 0.000000e+00)
# Time        forces(pressure viscous porous)	moments(pressure viscous porous)
82            	((0.000000e+00 0.000000e+00 -1.237432e-12) (1.003096e+00 -1.717432e-15 -5.973683e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.031243e-13 3.093581e-14 0.000000e+00) (5.215314e-16 1.493421e-17 -2.376780e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
83            	((0.000000e+00 0.000000e+00 -2.500084e-13) (1.000948e+00 -1.268017e-15 -5.772814e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.235652e-13 6.250210e-15 0.000000e+00) (5.065841e-16 1.443204e-17 -2.365500e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
84            	((0.000000e+00 0.000000e+00 -1.804375e-12) (9.988290e-01 -1.921894e-15 -6.966116e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.140291e-13 4.510937e-14 0.000000e+00) (5.796444e-16 1.741529e-17 -2.354191e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
85            	((0.000000e+00 0.000000e+00 -5.186994e-13) (9.967385e-01 -1.493708e-15 -6.815538e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((7.631148e-14 1.296749e-14 0.000000e+00) (5.837802e-16 1.703884e-17 -2.342856e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
86            	((0.000000e+00 0.000000e+00 1.032621e-13) (9.946758e-01 -1.000690e-15 -6.061058e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.135333e-13 -2.581554e-15 0.000000e+00) (5.463275e-16 1.515264e-17 -2.331498e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
87            	((0.000000e+00 0.000000e+00 -2.033246e-14) (9.926401e-01 -8.043709e-16 -5.255376e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((9.541225e-14 5.083116e-16 0.000000e+00) (4.854730e-16 1.313844e-17 -2.320118e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
88            	((0.000000e+00 0.000000e+00 -1.882878e-12) (9.906306e-01 -1.699423e-15 -6.129788e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.223289e-13 4.707195e-14 0.000000e+00) (5.327582e-16 1.532447e-17 -2.306492e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
89            	((0.000000e+00 0.000000e+00 -7.244787e-13) (9.886453e-01 -1.382532e-15 -6.244668e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((5.195664e-14 1.811197e-14 0.000000e+00) (5.521598e-16 1.561167e-17 -2.292864e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
90            	((0.000000e+00 0.000000e+00 -1.505446e-12) (9.866839e-01 -1.964680e-15 -6.705958e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.630257e-13 3.763616e-14 0.000000e+00) (5.575410e-16 1.676490e-17 -2.279272e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
91            	((0.000000e+00 0.000000e+00 -4.696130e-13) (9.847456e-01 -1.615692e-15 -6.661437e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((5.987017e-14 1.174032e-14 0.000000e+00) (5.602919e-16 1.665359e-17 -2.265743e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
92            	((0.000000e+00 0.000000e+00 1.943288e-13) (9.828300e-01 -1.107148e-15 -5.893761e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.003831e-13 -4.858220e-15 0.000000e+00) (5.055358e-16 1.473440e-17 -2.252298e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
93            	((0.000000e+00 0.000000e+00 -8.051593e-13) (9.809367e-01 -1.327257e-15 -5.645017e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.244401e-14 2.012898e-14 0.000000e+00) (4.980578e-16 1.411254e-17 -2.238951e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
94            	((0.000000e+00 0.000000e+00 -1.801692e-12) (9.790652e-01 -1.918792e-15 -6.261960e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.630709e-13 4.504230e-14 0.000000e+00) (5.374588e-16 1.565490e-17 -2.225714e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
95            	((0.000000e+00 0.000000e+00 -1.105116e-12) (9.772151e-01 -1.862107e-15 -6.785517e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.960137e-14 2.762791e-14 0.000000e+00) (5.684534e-16 1.696379e-17 -2.212591e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
96            	((0.000000e+00 0.000000e+00 8.642603e-14) (9.753859e-01 -1.292488e-15 -6.161723e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.903266e-13 -2.160651e-15 0.000000e+00) (5.393484e-16 1.540431e-17 -2.199586e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
97            	((0.000000e+00 0.000000e+00 -1.505247e-12) (9.735773e-01 -1.861329e-15 -6.633933e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.046029e-13 3.763117e-14 0.000000e+00) (5.637463e-16 1.658483e-17 -2.186700e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
98            	((0.000000e+00 0.000000e+00 -8.723598e-13) (9.717888e-01 -1.732465e-15 -6.772430e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.219937e-14 2.180899e-14 0.000000e+00) (5.690189e-16 1.693108e-17 -2.173932e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
99            	((0.000000e+00 0.000000e+00 1.934839e-13) (9.700201e-01 -1.139863e-15 -6.147613e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.171783e-13 -4.837098e-15 0.000000e+00) (5.415503e-16 1.536903e-17 -2.161281e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
100           	((0.000000e+00 0.000000e+00 -1.923865e-12) (9.682709e-01 -1.972964e-15 -6.801322e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.125484e-13 4.809662e-14 0.000000e+00) (5.673064e-16 1.700331e-17 -2.148744e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
101           	((0.000000e+00 0.000000e+00 -1.244368e-13) (9.665407e-01 -1.441625e-15 -6.185269e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.107406e-13 3.110921e-15 0.000000e+00) (5.283944e-16 1.546317e-17 -2.136317e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
102           	((0.000000e+00 0.000000e+00 9.942052e-14) (9.648292e-01 -1.120958e-15 -5.481327e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.481377e-13 -2.485513e-15 0.000000e+00) (4.925624e-16 1.370332e-17 -2.123996e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
103           	((0.000000e+00 0.000000e+00 -1.326693e-12) (9.631361e-01 -1.547887e-15 -6.221886e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.224749e-13 3.316733e-14 0.000000e+00) (5.356577e-16 1.555471e-17 -2.111778e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
104           	((0.000000e+00 0.000000e+00 -1.190672e-12) (9.614610e-01 -1.707801e-15 -6.729630e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.176113e-13 2.976680e-14 0.000000e+00) (5.630498e-16 1.682408e-17 -2.099659e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
105           	((0.000000e+00 0.000000e+00 -5.416717e-13) (9.598037e-01 -1.509570e-15 -6.294857e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.224911e-14 1.354179e-14 0.000000e+00) (5.420679e-16 1.573714e-17 -2.087634e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
106           	((0.000000e+00 0.000000e+00 -1.139543e-12) (9.581637e-01 -1.654922e-15 -6.612553e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.196950e-14 2.848857e-14 0.000000e+00) (5.717849e-16 1.653138e-17 -2.075699e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
107           	((0.000000e+00 0.000000e+00 -3.327463e-13) (9.565409e-01 -1.416214e-15 -6.200485e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((3.795221e-14 8.318659e-15 0.000000e+00) (5.270070e-16 1.550121e-17 -2.063851e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
108           	((0.000000e+00 0.000000e+00 -5.535256e-13) (9.549348e-01 -1.346677e-15 -5.792805e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((3.837731e-14 1.383814e-14 0.000000e+00) (5.134557e-16 1.448201e-17 -2.052087e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
109           	((0.000000e+00 0.000000e+00 -1.603574e-12) (9.533452e-01 -1.813941e-15 -6.746007e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.694425e-13 4.008934e-14 0.000000e+00) (5.867284e-16 1.686502e-17 -2.040402e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
110           	((0.000000e+00 0.000000e+00 -9.142764e-13) (9.517718e-01 -1.685757e-15 -7.028490e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.020346e-14 2.285691e-14 0.000000e+00) (6.184126e-16 1.757123e-17 -2.028793e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
111           	((0.000000e+00 0.000000e+00 -7.165519e-13) (9.502143e-01 -1.626951e-15 -6.837237e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.067179e-14 1.791380e-14 0.000000e+00) (6.030056e-16 1.709309e-17 -2.017259e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
112           	((0.000000e+00 0.000000e+00 -1.084606e-12) (9.486724e-01 -1.832250e-15 -6.974871e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.078807e-13 2.711516e-14 0.000000e+00) (5.950812e-16 1.743718e-17 -2.005795e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
113           	((0.000000e+00 0.000000e+00 4.813567e-13) (9.471458e-01 -1.039430e-15 -5.998022e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.708746e-13 -1.203392e-14 0.000000e+00) (5.277100e-16 1.499505e-17 -1.994400e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
114           	((0.000000e+00 0.000000e+00 -1.226272e-12) (9.456344e-01 -1.452845e-15 -6.420758e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.122440e-13 3.065680e-14 0.000000e+00) (5.581336e-16 1.605190e-17 -1.983071e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
115           	((0.000000e+00 0.000000e+00 -1.659775e-12) (9.441377e-01 -1.941294e-15 -6.725569e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.651869e-13 4.149437e-14 0.000000e+00) (5.780333e-16 1.681392e-17 -1.971807e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
116           	((0.000000e+00 0.000000e+00 -1.033140e-12) (9.426556e-01 -1.848023e-15 -7.081031e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.653603e-14 2.582851e-14 0.000000e+00) (5.998484e-16 1.770258e-17 -1.960605e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
117           	((0.000000e+00 0.000000e+00 7.996816e-13) (9.411878e-01 -9.394795e-16 -5.882629e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((3.326019e-13 -1.999204e-14 0.000000e+00) (5.345146e-16 1.470657e-17 -1.949464e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
118           	((0.000000e+00 0.000000e+00 -6.954280e-13) (9.397341e-01 -1.180458e-15 -5.732806e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.127689e-14 1.738570e-14 0.000000e+00) (5.026849e-16 1.433202e-17 -1.938383e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
119           	((0.000000e+00 0.000000e+00 -6.394137e-13) (9.382942e-01 -1.172794e-15 -5.579666e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.077783e-14 1.598534e-14 0.000000e+00) (4.912053e-16 1.394916e-17 -1.927360e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
120           	((0.000000e+00 0.000000e+00 -2.892539e-13) (9.368679e-01 -9.402713e-16 -5.270582e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((8.987239e-14 7.231349e-15 0.000000e+00) (4.774358e-16 1.317645e-17 -1.916394e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
121           	((0.000000e+00 0.000000e+00 -1.363801e-12) (9.354549e-01 -1.438879e-15 -5.789031e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.963265e-13 3.409503e-14 0.000000e+00) (4.960924e-16 1.447258e-17 -1.905485e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
122           	((0.000000e+00 0.000000e+00 -1.218694e-12) (9.340551e-01 -1.601360e-15 -6.247067e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.223511e-13 3.046735e-14 0.000000e+00) (5.363303e-16 1.561767e-17 -1.894631e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
123           	((0.000000e+00 0.000000e+00 -2.692315e-13) (9.326682e-01 -1.213373e-15 -6.043517e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.080557e-13 6.730788e-15 0.000000e+00) (5.295663e-16 1.510879e-17 -1.883832e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
124           	((0.000000e+00 0.000000e+00 -3.345815e-13) (9.312940e-01 -1.129797e-15 -5.453095e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((3.445075e-14 8.364537e-15 0.000000e+00) (4.959638e-16 1.363274e-17 -1.873088e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
125           	((0.000000e+00 0.000000e+00 -1.098993e-12) (9.299323e-01 -1.499062e-15 -5.497259e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.540470e-13 2.747483e-14 0.000000e+00) (4.890733e-16 1.374315e-17 -1.862398e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
126           	((0.000000e+00 0.000000e+00 -1.839381e-13) (9.285828e-01 -1.175071e-15 -5.098790e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((7.511392e-14 4.598453e-15 0.000000e+00) (4.583923e-16 1.274697e-17 -1.851762e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
127           	((0.000000e+00 0.000000e+00 -6.595482e-13) (9.272455e-01 -1.202154e-15 -5.257308e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.731200e-14 1.648871e-14 0.000000e+00) (4.729875e-16 1.314327e-17 -1.841179e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
128           	((0.000000e+00 0.000000e+00 -2.086189e-12) (9.259200e-01 -1.984355e-15 -6.503382e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.125991e-13 5.215471e-14 0.000000e+00) (5.514447e-16 1.625846e-17 -1.830649e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
129           	((0.000000e+00 0.000000e+00 -1.038834e-12) (9.246062e-01 -1.906394e-15 -7.121921e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.733023e-14 2.597085e-14 0.000000e+00) (5.836445e-16 1.780480e-17 -1.820173e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
130           	((0.000000e+00 0.000000e+00 -1.251611e-13) (9.233039e-01 -1.486700e-15 -6.428158e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.132767e-13 3.129028e-15 0.000000e+00) (5.411558e-16 1.607040e-17 -1.809748e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
131           	((0.000000e+00 0.000000e+00 -8.454758e-13) (9.220130e-01 -1.595330e-15 -6.537935e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.051229e-14 2.113689e-14 0.000000e+00) (5.448281e-16 1.634484e-17 -1.799377e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
132           	((0.000000e+00 0.000000e+00 4.062215e-13) (9.207332e-01 -9.510507e-16 -5.677885e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.302187e-13 -1.015554e-14 0.000000e+00) (4.946368e-16 1.419471e-17 -1.789058e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
133           	((0.000000e+00 0.000000e+00 -1.411818e-12) (9.194644e-01 -1.488486e-15 -6.149025e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.661254e-13 3.529545e-14 0.000000e+00) (5.199942e-16 1.537256e-17 -1.778793e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
134           	((0.000000e+00 0.000000e+00 -1.044595e-12) (9.182063e-01 -1.522335e-15 -6.428337e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.059854e-14 2.611487e-14 0.000000e+00) (5.458274e-16 1.607084e-17 -1.768580e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
135           	((0.000000e+00 0.000000e+00 -1.567678e-12) (9.169589e-01 -1.834369e-15 -7.084238e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.521889e-13 3.919194e-14 0.000000e+00) (5.989529e-16 1.771059e-17 -1.758419e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
136           	((0.000000e+00 0.000000e+00 -9.999857e-13) (9.157220e-01 -1.783489e-15 -7.388102e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.720969e-14 2.499964e-14 0.000000e+00) (6.288976e-16 1.847025e-17 -1.748312e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
137           	((0.000000e+00 0.000000e+00 6.171315e-13) (9.144953e-01 -1.020635e-15 -5.947493e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.562491e-13 -1.542829e-14 0.000000e+00) (5.311657e-16 1.486873e-17 -1.738258e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
138           	((0.000000e+00 0.000000e+00 2.422933e-13) (9.132788e-01 -7.526688e-16 -4.936332e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.546346e-13 -6.057333e-15 0.000000e+00) (4.661533e-16 1.234083e-17 -1.728258e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
139           	((0.000000e+00 0.000000e+00 -1.095497e-12) (9.120723e-01 -1.193867e-15 -5.166174e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.622770e-13 2.738742e-14 0.000000e+00) (4.736216e-16 1.291544e-17 -1.718311e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
140           	((0.000000e+00 0.000000e+00 -3.451806e-13) (9.108756e-01 -9.627654e-16 -4.862656e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((6.465576e-14 8.629515e-15 0.000000e+00) (4.513065e-16 1.215664e-17 -1.708417e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
141           	((0.000000e+00 0.000000e+00 -9.579750e-13) (9.096886e-01 -1.243815e-15 -5.167645e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.155153e-13 2.394938e-14 0.000000e+00) (4.635585e-16 1.291911e-17 -1.698578e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
142           	((0.000000e+00 0.000000e+00 -3.413547e-13) (9.085112e-01 -1.027363e-15 -4.828210e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((3.592782e-14 8.533867e-15 0.000000e+00) (4.381479e-16 1.207052e-17 -1.688792e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
143           	((0.000000e+00 0.000000e+00 -1.090037e-12) (9.073431e-01 -1.369929e-15 -5.269980e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.372668e-13 2.725093e-14 0.000000e+00) (4.471653e-16 1.317495e-17 -1.679062e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
144           	((0.000000e+00 0.000000e+00 -1.510797e-12) (9.061844e-01 -1.676963e-15 -6.273440e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.472213e-13 3.776994e-14 0.000000e+00) (5.184103e-16 1.568360e-17 -1.669385e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
145           	((0.000000e+00 0.000000e+00 -1.329392e-12) (9.050347e-01 -1.884207e-15 -6.754538e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.495783e-13 3.323481e-14 0.000000e+00) (5.542748e-16 1.688635e-17 -1.659763e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
146           	((0.000000e+00 0.000000e+00 -2.388561e-13) (9.038941e-01 -1.493533e-15 -6.178512e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((9.499381e-14 5.971404e-15 0.000000e+00) (5.237316e-16 1.544628e-17 -1.650197e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
147           	((0.000000e+00 0.000000e+00 -1.391386e-12) (9.027623e-01 -1.924152e-15 -6.748774e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.676363e-13 3.478464e-14 0.000000e+00) (5.576545e-16 1.687194e-17 -1.640685e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
148           	((0.000000e+00 0.000000e+00 -1.696464e-13) (9.016392e-01 -1.543995e-15 -6.016388e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((6.161518e-14 4.241161e-15 0.000000e+00) (5.045214e-16 1.504097e-17 -1.631229e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
149           	((0.000000e+00 0.000000e+00 2.128973e-13) (9.005248e-01 -1.127203e-15 -5.260384e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.687625e-13 -5.322433e-15 0.000000e+00) (4.541127e-16 1.315096e-17 -1.621829e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
150           	((0.000000e+00 0.000000e+00 -1.375343e-12) (8.994188e-01 -1.604017e-15 -5.816029e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.593834e-13 3.438357e-14 0.000000e+00) (4.907889e-16 1.454007e-17 -1.612484e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
151           	((0.000000e+00 0.000000e+00 -5.156936e-13) (8.983212e-01 -1.340706e-15 -6.016115e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((6.416648e-14 1.289234e-14 0.000000e+00) (4.991305e-16 1.504029e-17 -1.603196e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
152           	((0.000000e+00 0.000000e+00 -1.750160e-12) (8.972319e-01 -1.929144e-15 -6.952462e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.286277e-13 4.375401e-14 0.000000e+00) (5.645464e-16 1.738116e-17 -1.593963e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
153           	((0.000000e+00 0.000000e+00 -4.853906e-13) (8.961507e-01 -1.588861e-15 -6.543749e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((5.804948e-14 1.213476e-14 0.000000e+00) (5.629631e-16 1.635937e-17 -1.584787e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
154           	((0.000000e+00 0.000000e+00 1.406381e-13) (8.950775e-01 -1.230810e-15 -5.666766e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.197626e-13 -3.515952e-15 0.000000e+00) (4.938294e-16 1.416692e-17 -1.575668e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
155           	((0.000000e+00 0.000000e+00 -1.985931e-13) (8.940122e-01 -1.009233e-15 -5.445691e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.432694e-13 4.964828e-15 0.000000e+00) (4.822859e-16 1.361423e-17 -1.566605e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
156           	((0.000000e+00 0.000000e+00 -7.009391e-13) (8.929547e-01 -1.178104e-15 -5.279994e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.209806e-14 1.752348e-14 0.000000e+00) (4.661215e-16 1.319998e-17 -1.557599e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
157           	((0.000000e+00 0.000000e+00 -1.297934e-12) (8.919049e-01 -1.493049e-15 -5.879051e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.459786e-13 3.244836e-14 0.000000e+00) (5.003598e-16 1.469763e-17 -1.548650e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
158           	((0.000000e+00 0.000000e+00 -8.121415e-13) (8.908627e-01 -1.474332e-15 -6.092802e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.460902e-14 2.030354e-14 0.000000e+00) (5.165684e-16 1.523200e-17 -1.539758e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
159           	((0.000000e+00 0.000000e+00 -1.179915e-12) (8.898280e-01 -1.601441e-15 -6.639088e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.929314e-14 2.949788e-14 0.000000e+00) (5.709417e-16 1.659772e-17 -1.530923e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
160           	((0.000000e+00 0.000000e+00 -2.488868e-13) (8.888006e-01 -1.282171e-15 -6.162682e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((7.286699e-14 6.222169e-15 0.000000e+00) (5.315089e-16 1.540671e-17 -1.522146e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
161           	((0.000000e+00 0.000000e+00 4.520593e-13) (8.877806e-01 -7.999068e-16 -5.210223e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.961166e-13 -1.130148e-14 0.000000e+00) (4.616740e-16 1.302556e-17 -1.513426e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
162           	((0.000000e+00 0.000000e+00 -1.420824e-12) (8.867677e-01 -1.481491e-15 -5.506201e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.642055e-13 3.552059e-14 0.000000e+00) (4.680811e-16 1.376550e-17 -1.504763e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
163           	((0.000000e+00 0.000000e+00 -1.239123e-12) (8.857619e-01 -1.668633e-15 -6.063671e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.257263e-13 3.097807e-14 0.000000e+00) (5.087210e-16 1.515918e-17 -1.496158e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
164           	((0.000000e+00 0.000000e+00 -4.074251e-13) (8.847631e-01 -1.421243e-15 -5.900753e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((4.995305e-14 1.018563e-14 0.000000e+00) (4.931343e-16 1.475188e-17 -1.487611e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
165           	((0.000000e+00 0.000000e+00 -4.936809e-13) (8.837713e-01 -1.358238e-15 -5.616363e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.603241e-14 1.234202e-14 0.000000e+00) (4.839279e-16 1.404091e-17 -1.479121e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
166           	((0.000000e+00 0.000000e+00 2.304240e-15) (8.827862e-01 -1.032758e-15 -4.926239e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.305006e-13 -5.760599e-17 0.000000e+00) (4.493476e-16 1.231560e-17 -1.470688e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
